id,name,classification,index_acquired_by_public_company,headquarters_country_code,headquarters_state_code,headquarters_city,year_founded,summary,narrative,social_twitter,social_linkedin,social_facebook
19280,"DocuSign, Inc.",Private,No,US,WA,Seattle,2003,"<p>DocuSign, Inc. is a privately-held, venture capital backed software company that specializes in online document delivery and signature solution. DocuSign's electronic signature platform entirely replaces traditional paper transactions in order to provide legally-binding signatures on legal documents, with real estate and mortgage transactions being among its largest customer segment. Founded in 2003 by Thomas Gonser, DocuSign, Inc. maintains headquarters in Seattle, Washington.</p>","<p><strong>DocuSign Business and Product Description</strong><br /><br />DocuSign is a privately held, venture backed company which provides a digital signature verification platform through a software-as-a-service model. DocuSign's services enable individuals to electronically sign agreements, thus decreasing contract cycle time and enhancing visibility and control. Their electronic signature authentication, also known as eSignature, is employed through DocuSign's cloud-computing infrastructure.<br /><br />DocuSign offers three separate DocuSign Edition plans and products. <br /><br />DocuSign Personal is designed for home use and is customized for only 1 user. The plan is free of charge, allows the user to request up to 5 signatures, and can sign unlimited documents for the user.<br /><br />DocuSign Professional also is customized for only 1 user, but targets freelancers, real estate professionals and sole proprietors. It offers more robust features than the DocuSign Personal, such as allowing up to 50 requested signatures per month, reusable templates, and place tags for signatures. As of 2012. the plan can be bought for a one-time payment of $180 for one year of usage, or $15 per month (up to one year of usage), or $25 per month for month-by-month usage. <br /><br />DocuSign Workgroup targets team, department, and business users. The plan allows for up to 200 users (with a minimum of 2), unlimited request signatures and supplementary features to the Professional plan (such as user profiles, custom branding and group reporting). As of 2012, the plan is priced at $20/user/month (up to a year), or a one-time $240/user/year payment, or a $33.50/user/month for a month-by-month basis.<br /><br />DocuSign Enterprise, designed for larger businesses, multi-branch and multi-national organizations. It allows for unlimited users, requested signatures, and signing of documents. The plan comes with additional features such as advanced workflow and administration, and is priced on a case by case basis.<br /><br />In addition, DocuSign offers DocuSign REALTORS, a plan tailored for real estate use. It can only be used by registered realtors in the National Association of REALTORS, with their plans beginning at $15 per month.</p>
<p><strong>Statistics (As of April 2016)<br /></strong></p>
<ul>
<li>Used by over 85 million users</li>
<li>Used by over 225,000 companies</li>
<li>Average Number of New Users Per Day: 85,000</li>
<li>Total Number of Countries Where DocuSign is Used:188</li>
<li>% DocuSign Transactions Completed in <15 minutes: 51%</li>
<li>% DocuSign Transactions Completed in <30 minutes: 57%</li>
<li>% DocuSign Transactions Completed in <60 minutes: 62%</li>
<li>% DocuSign Transactions Completed in <1 day: 84%</li>
</ul>
<p><strong>DocuSign Revenue Model</strong><br /><br />Revenue streams are generated through a software-as-a-service model, with users paying a monthly/yearly subscription to retain ownership and use of DocuSign's platform. Revenues can also be generated through the the company's mobile app, which allows users to utilize DocuSign's platform through a smartphone.<br /><br />DocuSign customers are heavily concentrated in enterprise customers in the real estate and legal/contracts fields, who may use it as often as daily. <br /><br /><strong>DocuSign Expense Model</strong><br /><br />Expenses are primarily incurred by the maintenance of the data centers which comprise DocuSign's cloud-based infrastructure. This includes power, rent and other upkeep costs. As a software provider, the costs of goods sold is minimal, with SG&A expenses being a relevant to the company's operations.<br /><br />In addition, DocuSign must invest in updating and improving its platform. As a provider signature verification software, research and development of solutions to new forms of fraud and identity theft is instrumental to the operations of the business.<br /><br />DocuSign also offers consumers an entry level service, where they may use DocuSign just once free of charge. By providing these trial versions, DocuSign incurs frequent one-time costs.</p>
<p><strong>Recent News</strong><br /><br />In March 2015, DocuSign announced a Global Reseller Agreement with SAP to Resell DocuSign Digital Transaction Management Solution as SAPSignature Management.</p>
<p>In April 2016, DocuSign announced that it reached 125% YoY Growth.</p>",DocuSign,http://www.linkedin.com/company/docusign,https://www.facebook.com/DocuSign
19417,"Extreme Reach, Inc.",Private,No,US,MA,Needham,2007,"<p>Formerly known as Rozzeta, Inc., Extreme Reach, Inc. is a privately-held, venture capital backed company that offers a video advertising management platform which serves as a connecting link between advertisers and agencies with media destinations. This platform enables users to manage their campaigns in various media including broadcast, cable, website, mobile, VOD. Founded in 2007 by John Roland, Extreme Reach, Inc. is headquartered in Needham, Massachusetts.</p>",,,,
19422,"Fab, Inc.",Private,No,US,NY,New York,2010,"<p>Privately-held Fab.com is a venture capital-backed high-end flash sales website that features curated home goods, decorative items, and apparel for sale. Items on Fab.com are typically for sale for only a short time, and the company's target market tends to be the fashion-conscious luxury consumer. Fab.com began as a gay social networking site called Fabulis until the company pivoted in 2011. Fab.com was founded in 2010 by Jason Goldberg and Bradford Shellhammer, and has headquarters located in New York, New York.</p>","<p><strong>Fab.com Revenue and Business Model<br /></strong></p>
<p>Fab.com originally began in 2010 as a gay social networking site called Fabulis.com. It had attracted 50,000 members in its first three months, only to stagnate nine months later at 130,000 members and 30,000 active members. In March 2011, founders Jason Goldberg and Bradford Shellhammer decided to rebrand their company into an online flash-sale site: Fab.com.</p>
<p>Fab.com is now an online, high end ""flash sales"" website that features various consumer products, including art, furniture, gadgets, kitchen tools, apparel, food, and bathroom accessories. The website also features various social media tools, including design inspiration boards that customers can build and share. The company is headquartered in New York, New York.<br /> <br /> <strong>Revenue Model</strong></p>
<p>Fab.com earns its revenues through members' purchases of items, with Fab.com having over 6 million members as of 2012. Fab.com generates revenue streams from charging its members an undisclosed markup on the products they buy. The products which the company sells through its website come from outside suppliers, which include over five thousand designers. Revenues are correlated with the amount of members the site has as well as the disposable income of its members. As of early 2012, the company generates approximately $1.5 million in revenue on a weekly basis.<br /> <br /> About 40% of Fab.com's sales come from home decor products, with the majority of the rest of sales coming from items such as clothing and jewelry. The company uses several distribution channels, such as mobile and social media. Mobile apps for the Android, iPhone, and iPad platforms were launched in 2011, and account for about 30% of sales. In 2012, about 15% of daily traffic came from Facebook and 5% from sites like Twitter.com and Pintrest.com. The site operates outside the United States, generating revenues in Canada and Europe.<br /> <br /> <strong>Expense Model</strong><br /> <br /> As an online retail company, Fab.com's overhead costs are limited. Relevant costs include the purchase of inventory from suppliers, negotiation fees, transportation and shipment of products to consumers, and administrative fees.<br /> <br /> Fab.com has primarily grown through word of mouth, making marketing costs lower than average retail sites. In March 2012, the company hired its first Chief Marketing Officer.<br /> <br /> <strong>Risks</strong></p>
<p>Competition in the online retail industry is fierce. Fab.com's online flash sale offerings have to compete with already established sites like Groupon and Gilt Groupe. Fab.com tries to differentiate itself by selling only niche lifestyle products.</p>
<p><strong>Marketing Strategy</strong></p>
<p><span style=""text-decoration: underline;"">September 2012 Purchase Of Ad Placement OnFacebook's Log-Out Page</span></p>
<p>To capture the company's large portion of users who are directed to the website through social sharing, Fab.com employs a targeted marketing strategy, using its funds raised to purchase ad-placements on Facebook's Log-Out page. Users are able to comment on the ad, and click on it through to Fab's sales page. In addition, Fab.com uses a targeted strategy to restrict the ads to Facebook users over 21.Although Facebook log-out page advertisements can be expensive (more than $700,000 per day), Fab.com has relied on Facebook to grow its membership base and drive sales. The company has also used the ""sponsored stories"" tactic to promote the site to friends of its fans and drive them to the sales website.<br /> <strong>Recent Developments</strong></p>
<p><span style=""text-decoration: underline;"">Funding</span></p>
<p>When Fab.com was still a social networking site, it was owned by founder Goldberg, several angel investors and venture capital firms. Goldberg had originally provided Fabulis with $500,000 of his own money as seed capital. Goldberg and Shellhammer then raised another $1.8 million from angels and venture firms First Round Capital and Menlo Ventures before reincarnating the company as a flash sales website for high-end design goods. (Bradford Shellhammer previously worked at modern home goods company Design Within Reach and modern design magazine Dwell.)</p>
<p>Since its re-branding as a flash-sale site, several additional angel investors and venture capital firms have invested in the company. Fab.com raised several million dollars in additional capital in the summer of 2011 based on its new business model, going on to raise significant venture capital subsequently. <br /> <br /> <span style=""text-decoration: underline;"">Fab.com's International Expansion</span></p>
<p>In January 2012, Fab.com made its first acquisition with FashionStake. Throughout the rest of 2012, Fab expanded aggressively into international (non-U.S.) markets.Following Fab's acquisition of Casacanda, a German flash sales website in February 2012, Fab's European expansion added 13 more countries across Europe, bringing Fab to 16 countries worldwide by May 2012. By June 2012, Fab expanded its operations to Sweden, Poland, and Cyprus.<br /> <br /> In mid-June 2012, Fab added Canada as its 20th market. (Previously Canadian users accounted for 3%-5% of Fab.com traffic, despite Fab not having shipped there until June 2012.) At launch, over 80% of Fab's products shipped to Canada at a $10 flat rate. The new Canadian members use the Fab.com domain. Meanwhile, overseas, customers were still directed to Fab.de, its German website, but by end of 2012 all of Fab customers were directed to the central ""Fab.com"" website.<br /> <br /> To celebrate the 1-year anniversary of Fab.com, Fab launched Fab UK by acquiring British online home goods retailer Llustre.com.. Like Fab.com, Fab UK specializes in limited-edition pieces and exclusive design-driven product retail. Fabs currently sells designs costing up to about $20,000 daily with new products appearing on a daily basis. At the time of the acquisition, Fab.com's 2012 run rate was for sales of $150 million.<br /> <br /> <span style=""text-decoration: underline;"">Site Redesign Focuses on ""Social Shopping""</span></p>
<p>In June 2012, Fab redesigned its website to focus users' attention more on social shopping and less on the flash sales element of its service. Prior to the website change, iPhone users were two times more likely to buy than others, iPad users were four times more likely to buy, but Fab ""social users"" were nearly ten times more likely to make a purchase through Fab.<br /> <br /> <span style=""text-decoration: underline;"">Massive New Capital Injection; New Fulfillment Centers; Fab Retail Stores Planned</span></p>
<p>In July 2012, Fab.com raised substantial new venture capital growth funding.</p>
<p>Fab's CEO said the company planned to use the new money to improve its shipping times so that customers can get orders more quickly. To do that, Fab began working on setting up fulfillment centers in New Jersey and on the West Coast. At the time, the company set a goal to have Fab customers can expect items to ship same-day by the end of the year.</p>
<p>Fab has also used the new funding to expand its inventory and operations with new offices in Japan, Brazil, and Turkey. Moreover, Fab announced plans to expand into brick-and-mortar retail locations.</p>
<p><span style=""text-decoration: underline;"">Change Website Structure to Open Access For All</span></p>
<p>By September 2012,Fab.com abandoned the sign-up requirement that asks visitors to sign in before they can view the catalog of products, allowing more new and anonymous users to their site. This change is due to Fab.com's shift from aflash-sales site focusing on mostly home goods to a design-centric e-commerce site that sells everything from food to fashion and features not just flash sales, but verticals that allow shopping without countdowns. Fab.com realized thatsign-ins were ""frustrating to users"" and no longer a good business move given their current business model.</p>
<p><span style=""text-decoration: underline;"">October 2012 Mobile Application Update</span></p>
<p>One year after Fab.com released its mobile app, it has made a significant overhaul to the functionality and appearance of both its mobile and desktop apps. The newly updated versions of the Fab.com app is sleeker and has a focus on user friendly functionality and more integrated social interactions. The Fab.com app is available in more than 20 countries around the world.</p>
<p><span style=""text-decoration: underline;"">End of 2012 Metrics Update</span></p>
<p>By November 2012, Fab had 6 million active users in twenty countries worldwide. This was up from 1.5 million at the beginning of 2012, with one million members added in July alone. Over one million of its members are outside of the United States.</p>
<p>By December 2012, Fab.com customers purchased approximately 4.3 million products, averaging 5.4 products bought per minute.</p>
<p><span style=""text-decoration: underline;"">Growth of Fab Europe</span></p>
<p>By 2013, Fab is available in 24 countries on the continent and its customer base has increased from 150,000 in 2012 to now 3.5 million.</p>
<p><span style=""text-decoration: underline;"">2013 First Retail Store Opens in Germany, Fab Plans Fab-Branded Goods</span></p>
<p>In 2013, Fab began producing and manufacturing its own line of products and home goods. Additionally, Fab acquired German custom furniture store Massivkonzept. The concept behind Massivkonzept is that it allows shoppers to essentially design their own furniture online, configuring modules such as shelving, table, and seating systems online and choosing the dimensions, color, and materials on your designs.</p>
<p>Lastly, in Spring of 2013, Fab, like Warby Parker launched its brick and mortar presence with a new retail store in Hamburg, Germany. Fab tested physical retail environments and different types of retail formats in Hamburg and in other markets. (60% of Fab's European revenue comes from Germany and Austria). Much of the remainder in 2013 came from the UK, a likely site of the next Fab retail store in Europe.</p>",fab,www.linkedin.com/company/fab.com,www.facebook.com/fab.com
20225,Outbrain Inc.,Private,No,US,NY,New York,2006,"<p>Outbrain, Inc. is a privately-held, venture capital backed company that serves as a content rating and recommendation engine for blogs, RSS, magazines, and news. Outbrain was founded in Israel in 2006, but is now headquartered in New York.</p>","<p><strong>Business Overview</strong></p>
<p>Outbrain is an content recommendation platform that derives its revenue from a cost-per-click model shared with the hosting website. The content recommendation platform helps users find content/information that they did not know they were looking for. It specializes in placing paid ads where users are looking for something else to read.</p>
<p>Outbrain's service is provided for free to publishing platforms, but it receives a portion of revenue for every click made on their sites from Outbrain's recommendations. Clients can also pay for sponsored content to increase the effectiveness of their advertising channel or to augment existing advertising services.</p>
<p><strong>Recent Development</strong></p>
<p>In November 2014, Outbrain signed a $100MM revenue share deal over 3 years with Time Inc. Time will deploy Outbrain's content discovery solution across its digital portfolio.</p>
<p></p>
<p></p>",outbrain,www.linkedin.com/company/outbrain,www.facebook.com/Outbrain/
20239,"Palantir Technologies, Inc.",Private,No,US,CA,Palo Alto,2003,"<p>Palantir Technologies, Inc. is a privately-held, venture capital backed data visualizations and analysis solutions company that offers data integration, visualization, and analytics information solutions. Palantir Technologies was founded by Alexander Karp, Peter Thiel, Joe Lonsdale, Stephen Cohen and Nathan Gettings in 2003. Palantir Technologies headquarters are located in Palo Alto, California.</p>","<p><strong>Palantir Company Overview</strong></p>
<p>Palantir Technologies, Inc. is a privately-held software developer that offers platforms for integration, visualization, and analysis of data. Named after a magical communication device used by wizards in the popular series ""Lord of the Rings,"" Palantir seeks to uphold its namesake as a tool used for analyzing information around the world.<br /> <br /> Palantir offers two products: Palantir Gotham (formerly Palantir Government) and Palantir Metropolis (formerly Palantir Finance). The two platforms are dedicated to organizing and visualizing data in a way that maximizes ease of understanding and allows efficient use of human expertise.<br /> <br /> <em><span style=""text-decoration: underline;"">Palantir Gotham</span></em><br /> <br /> Palantir Gotham is an information analysis platform that is geared towards a variety of fields, including intelligence, defense, financial regulation, cyber security, and healthcare.<br /> <br /> After the terrorist attack of 9/11, the U.S. government significantly increased its efforts to cross reference personal data from the population. This was met with fierce opposition from activist groups that viewed it as a violation of privacy. The debate became quickly heated in the ensuing years and escalated into a dilemma between national safety and rights to privacy. Palantir Gotham was created as a potential answer to this issue.<br /> <br /> Palantir Gotham was originally developed to help track government activities in profile screening as well as label accessible information. It makes it much easier for government auditing agencies to supervise the activities of the CIA, FBI, and other agencies.<br /> <br /> Palantir Gotham quickly evolved into a much more powerful platform. Agencies like the CIA and FBI use the platform to collect information and detect patterns regarding suspects gathered from minor data trails that the platform can collect from other agencies and companies, such as credit card usage and hotel sign-ins. The software then turns these surveillance videos, credit statement reports, and hotel rental lists into a meaningful visual report that helps the user decipher patterns.</p>
<p>The modern version of Palantir Gotham has expanded beyond just government uses and is employed by many organizations across a variety of disciplines for the purpose of data analysis.<br /> <br /> <em><span style=""text-decoration: underline;"">Palantir Metropolis</span></em><br /> <br /> Palantir Metropolis is a spin-off of Palantir Gotham, designed for financial analysis. Used by hedge funds, investment banks, and other financial institutions, Palantir Metropolis collects and analyzes mission critical data for financial markets. While similar with Palantir Gotham in functionality, Palantir Metropolis is programmed with functionality specifically designed for financial fraud detection, economic patterns, and credit security protection.</p>
<p><strong>Palantir Revenue Model</strong></p>
<p>Palantir generates revenue streams through the sale of software products to organizations. Their clients include government agencies, financial institutions, and healthcare groups. The contracts allow clients to use Palantir's proprietary technologies to analyze information and generate solutions.</p>
<p>Palantir charges between $5 to $100 million for each contract, depending on the size and specialization of the client and the level of service required. The company asks for 20 percent of that money up front and the rest only if the customer is satisfied at the end of the project. <br /> <br /> <strong>Palantir Expense Model</strong><br /> <br /> Palantir's costs include SG&A expenses. The company has hired aggressively over the past 5 years. however salaries are capped that tend to be low by Silicon Valley standards. Employees are further compensated by fringe benefits, which include food, events, and activities paid for by Palantir. The company also compensates employees through equity grants and bonuses, designed to further motivate employees to further the growth of the company.</p>
<p>The company must also invest in research and development for their proprietary software. Their data-driven analysis products and services must be maintained and updated in order to accommodate for any shifts in information trends.</p>
<p>Other costs include the expansion of the company, such as the purchase of new offices and land.</p>
<p><strong>Palantir Company History</strong></p>
<p><em><span style=""text-decoration: underline;"">Lawsuit by competitor i2</span></em></p>
<p>In February 2011, competitor firm i2 filed a court complaint against Palantir. According to i2, Palantir employee Shyam Sankar obtained i2 software representing himself as a principal of SRS Enterprises, a company registered under the names of his parents in Florida. Sankar then allegedly proceeded to analyze i2's software and use the results to develop tools to import data from i2?s software for use in Palantir's analytical tools. Palantir's public image was especially damaged by this complaint since its finance software is designed to prevent and detect fraud. Fortunately, Palantir's retort to the lawsuit was also damaging for i2's public image. As a result, the case was quickly settled. The lawsuit was one of the more prominent of several complaints against Palantir that have potentially damaged its public image.<br /> <br /> <em><span style=""text-decoration: underline;"">Participation in Wikileaks attack</span></em></p>
<p>Palantir was responsible for participating in Bank of America's plan to attack Wikileaks, a nonprofit group with the goal of obtaining and releasing sensitive documents into the public domain. The company's action was ironically against its vision of ""making the unseen connections visible and intelligible."" CEO Alex Karp released a public apology for Palantir's involvement.<br /> <br /> <em><span style=""text-decoration: underline;"">Offices and Facilities</span></em></p>
<p>Beginning in 2012, Palantir Technologies has reportedly been acquiring new office properties at a rapid pace. Most notably, it is rumored they have taken over the immense commercial property once occupied by the book retail giant Borders. Expanding companies such as Palantir have undoubtedly contributed to the skyrocketing real estate costs in the Silicon Valley area. In October 2014, Palantir signed a lease to the former garage building at 430 W. 15 St in New York City. The lease is for over 75,000 square-feet, including portions of the ground and lower levels and the 2-7 floors, plus the enclosed glass roof and terrace areas.<br /> <br /> <em><span style=""text-decoration: underline;"">US Army signs deal with Palantir</span></em></p>
<p>On October 4th, 2012, the U.S. Army approved a $19 million contract with Palantir Technology for use of Palantir's Counter-IED (Improvised Explosive Device) Software. The majority of the contract involves the Marine Corps, with soldiers having requested Palantir equipment, training, and technical support in prior scenarios.</p>
<p><strong><br /></strong>In September 2015, Palantir and Landmark (a Halliburton business line and provider of software for the upstream oil and gas industry) formed an alliance to develop a fully integrated economics, planning and decision support framework.<br /><br />In January 2015, Palantir announced that they would be opening an office in Seattle (Pioneer Square area) in Q1/Early Q2.</p>
<p><strong>Founding</strong></p>
<p>Palantir's origins lie within Paypal's operations. When Paypal was founded in 1998, the company was under chronic attack by money launderers and fraud. In response, Paypal had its engineers train computers to detect suspicious transactions. The financial criminals, however, would simply work around the algorithms Paypal's engineers developed and circumvent detection. Neither computer nor human analysis was enough to counter the issue.</p>
<p>Paypal's computer scientists then began to build a more elaborate software system, where each transaction was treated as part of a pattern rather than a standalone entry into a database. This information was combined with information gathered on individuals' computers and business associates. The data and analysis that resulted from this software was subsequently examined by both computers and humans in order to identify any suspicious patterns. It enabled Paypal to freeze suspicious accounts before financial crime could be committed.</p>
<p>When Paypal was acquired by eBay in 2002, Peter Thiel, an eBay executive, started his own hedge fund. Thiel, along with Joe Lonsdale (another Paypal employee) decided to use Paypal's fraud detection to further his business. Peter Thiel and Joe Lonsdale, along with Alex Karp, Stephen Cohen and Nathan Gettings, received $30 million from Thiel and his firm, The Founders Fund, as well as $2 million from the CIA venture branch In-Q-Tel. These investments in turn gave birth to Palantir.</p>",PalantirTech,www.linkedin.com/company/palantir-technologies,www.facebook.com/Palantir
20318,"SGN Games, Inc.",Private,No,US,CA,Beverly Hills,2009,"<p>SGN is a privately-held, venture capital backed social gaming platform that provides game developers of all sizes a way to monetize their games. SGN is headquartered in Beverly Hills, California.</p>",,,,
20374,"PubMatic, Inc.",Private,No,US,CA,Redwood City,2006,"<p>PubMatic, Inc. is a privately-held, venture capital backed online advertising revenue optimization company. Pubmatic provides services to its publisher clients by aggregating advertising network offerings based on price point. It also provides software for publishers to manage the layout of ads and choose which ads are shown to different demographics. Founded in 2006 by Rajeev Goel, Amar Goel, Mukul Kumar, Anand Das, and Greg Coleman, PubMatic maintains headquarters in Redwood City, California. PubMatic operates as a subsidiary of Komli Media Private Limited.</p>","<p>PubMatic derives revenues from clients by taking a 10-5% cut of their advertising revenue increases during their use of the PubMatic service. The firm's effectiveness fluctuates, and it has asserted that clients' revenues typical revenue increases anywhere from 20% to 110%. An average increase is likely closer to 30-40%, and much advertising revenue increase can be attributed to advertiser's CPM rates increasing across the board during the last few years</p>
<p><strong>Clients</strong></p>
<p>The effectiveness of its service has led to PubMatic's acquisition of several landmark clients, such as The Huffington Post, MSNBC, and eBay. Large clients like these (with more than $5 million in advertising revenues) make up just 10% of PubMatic's client base and yet account for over 80% of the ad impressions in which Pubmatic plays a role. The privately-held advertising revenue optimization firm offers these larger firms data analytics software included in the ad network package. PubMatic does business with over 5500 publishers in total.<strong><br /><br />Growth</strong></p>
<p>PubMatic has expanded rapidly and has opened several international offices and one in New York. To do this, the firm has raised venture capital funding in three separate rounds from the same investors. In 2010, it partnered with mobile advertising firm Smaato and in 2011 it acquired competitor ReviNets.</p>",,,
21435,Agfinity Inc.,Private,No,US,CO,Eaton,1905,"Agfinity Inc. is a privately-held agricultural equipment dealer. Agfinity Inc. headquarters are located in Eaton, Colorado. Agfinity Inc. was founded in 1905.",,,,
21605,"Scribd, Inc.",Private,No,US,CA,San Francisco,2007,"<p>Scribd, Inc. is a privately-held, venture backed social reading, publishing and document sharing company. Scribd members can upload their work and have it displayed, rated, and commented on by the online community. Scribd utilizes HTML5 technology to allow members to upload any type of written work and turn it into a webpage that can then be downloaded in a PDF, Word or text file format. HTML5 technology allows Scribd documents to be easily accessible by smartphones and other mobile devices. Scribd also provides online marketplace for retailing major publisher's content as wel as a hub for registered users to organize and distribute their content. Founded by Trip Adler and Jared Friedman in 2007, Scribd is headquartered in San Francisco and is funded by major venture capital firms such as the Kinsey Hills Group, Redpoint Ventures, and Charles River Ventures (See PrivCo's Scribd Funding Table for details on each round of funding). </p>","<p><strong>Overview</strong></p>
<p>Privately-held Scribd, Inc. is a social reading, publishing and document sharing company. Scribd acts as a giant book club where members can upload their work and have it displayed, rated, and commented on by the online community. Scribd is thought of by many as the ""YouTube"" for documents. Scribd utilizes HTML5 technology to allow members to upload any type of written work and turn it into a webpage that can then be downloaded in a PDF, Word or text file format. HTML5 technology allows Scribd documents to be easily accessible by smartphones and other mobile devices. As of 2011, the company boasts over 1 billion pages converted into HTML5. Scribd claims over 50 million readers every month. </p>
<p>Scribd also acts as an online bookstore, selling a variety of major publisher's content through its online marketplace, as well as a hub where writers can easily organize and distribute their content. Many media and news outlets use Scribd to embed documents in their content; Scribd's document reader has been embedded over 10 million times on the web. Founded by Trip Adler and Jared Friedman in 2007, Scribd is headquartered in San Francisco. </p>
<p>Scribd, Inc. is venture backed company and as of May 2011 has raised three rounds of financing from major venture capital firms including the Kinsey Hills Group, Redpoint Ventures, and Charles River Ventures (See PrivCo's Scribd Funding Table for details on each round of funding).</p>
<p><strong>Reading in the Future</strong></p>
<p>Scribd is an online publishing company launched in 2007 by two Harvard students Trip Adler and Jared Friedman. Scribd allows users to upload documents and presentations in any form to be then viewed, printed and downloaded by anyone in three formats: PDF, Word, or text. Documents uploaded to Scribd can also be downloaded in mp3 format, which is powered by Scribd's text to speech package. Scribd also acts as a venue where publishers, institutional and non-institutional, can sell their content via Scribd's HTML5 technology. In addition, Scribd is used by a variety of news media sites, including the New York Times, Huffington Post, Tech Crunch and CBS News, to embed supporting documents on their sites. </p>
<p>In June 2006, Scribd received $12,500 in seed funding from Paul Graham's Ycombinator venture fund. Shortly after, Scribd received more funding from Ed Kinsey and Michael Hills of the Kinsey Hills Group (See PrivCo's Scribd Funding Table for more details). The new funding allowed Scribd to launch their product. Shortly following the launch, Scribd was receiving over 100,000 unique hits per day.</p>
<p>In June 2007, Scribd raised $3.7 million in funding, to expand operations, from Redpoint Ventures, The Kinsey Hills Group and a few individual investors (See PrivCo's Scribd Funding table for more details). </p>
<p>In December 2008, Scribd raised Series B funding led by Charles River Ventures with participation from existing investors Redpoint Ventures and The Kinsey Hills Group. Scribd hired George Consagra as president of the company, as well as appointed Bill Tai and Geoff Yang to its board of directors parallel with its announcement of the new funding round. Consagra served as the CEO of AOL's Bebo prior to being hired by Scribd. Yang is a founding partner of Redpoint Ventures and, in addition to Scribd, has made investments in MySpace, Excite, Tivo and Ask Jeeves. Tai is a venture capitalist who has been involved in 19 IPOS.</p>
<p>In March 2009, Scribd signed deals with a number of publishers to post novels and other content on Scribd. Publishers included Random House Publishing Group and Simon Schuster.</p>
<p>In May 2009, Scribd launched its online store to help authors and publishers generate revenues.</p>
<p>In November 2009, Scribd partnered with Proquest to sell theses online, selling graduate work from 14 different universities at $49 dollars a paper.</p>
<p><strong>Mobile Focus</strong></p>
<p>January 2010, Scribd introduces optical character recognition (OCR), which allowed scanned material to be readable and searchable online.</p>
<p>July 2010, Scribd opens an office in New York City.</p>
<p>In November 2010, Scribd partnered with Facebook to allow users to discover and share content related to their interests.</p>
<p>In January of 2011, Scribd raised $13 Million in Series C financing led by MLC Investments and SVB Capital, with participation from existing investors (See PrivCo's Funding Table for details). According to Jared Adler the money was to be used primarily to expand Scribd's team, mostly in the areas of engineering, business development and sales. The money was also intended to spearhead a mobile development plan, which focused on building a mobile application and developing a consumer paid advertisement plan.</p>
<p>Trip Adler stated ""As the world rapidly changes the way it reads content on the web, we [Scribd] are rapidly preparing to change the way we deliver what they read."" The company admits that it is working on a number of premium products to increase its revenue stream. A Scribd representative announced that the company will not be adding a pay wall anytime soon. In order to grow their revenue stream, Scribd has been working to capitalize on the growing interest in e-books and magazine apps.</p>",,,
21959,Service King Collision Repair Centers,Private,No,US,TX,Richardson,1976,"<p>Founded in 1976 by Eddie Lennox, Service King Collision Repair Centers is a privately-held company that offers collision repair services. Headquartered in Richardson, Texas, Service King provides auto glass repair and replacement, paint less dent repair, towing, and onsite car rental services. Formerly known as Service King Paint & Body LLC, Service King is an employee-owned company.</p>",,,,
22059,Heidelberg Distributing Company,Private,No,US,OH,Cincinnati,1938,"Heidelberg Distributing Company is a privately-held beverage distribution company that is a wholesaler of both domestic and imported beer and wine. Heidelberg Distributing has facilities in Dayton, Cincinnati, Evendale, Cleveland, Toledo, Columbus, Lorain, Norwalk and Covington, Kentucky. Founded in 1938 by Albert W. Vontz, Heidelberg Distributing is headquartered in Cincinnati, Ohio.",,,,
22122,Kast Construction Company LLC,Private,No,US,FL,West Palm Beach,1989,"Kast Construction Company LLC is a privately-held construction and project management company. Based in West Palm Beach, Florida, Kast Construction Company offers design/build, preconstruction, construction, and post-construction services. Kast Construction Company has the experience of working on hospitality, healthcare, office, residential high rise, retail, industrial, and science and technology projects.",,,,
22528,Lindsay Automotive Group,Private,No,US,OH,Columbus,1973,"Lindsay Green Inc. is a privately-held car dealership that specializes in Honda sales. Lindsay Green Inc. is headquartered in Columbus, Ohio.",,,,
22821,James E. Roberts - Obayashi Corp.,Private,No,US,CA,Danville,1932,"James E. Roberts - Obayashi Corp. is a privately-held construction company that specializes in pre construction and construction services. James E. Roberts - Obayashi Corp. is headquartered in Danville, California.",,,,
23574,Meridian Health Plan of Michigan Inc.,Private,No,US,MI,Detroit,1997,"Health Plan of Michigan Inc. is a privately-held and physician-managed health maintenance organization with a focus on Medicaid health plans. Health Plan of Michigan Inc. was founded in 1997 by David B. Cotton and is headquartered in Detroit, Michigan. Health Plan of Michigan Inc. is owned by the Cotton Family.",,,,
24960,Health Diagnostics,Private,No,US,NY,Melville,1998,"Health Diagnostics is a privately-held company that provides outpatient diagnostic imaging services. Health Diagnostics was founded in 1998 and is headquartered in Melville, New York.",,,,
28405,Teplis Travel,Private,No,US,GA,Atlanta,1972,"Teplis Travel Service L.P. is a privately-held company that specializes in business travel. Teplis Travel Service L.P. is headquartered in Atlanta, Georgia.",,,,
28697,Wermers Multifamily Corp.,Private,No,US,CA,San Diego,1957,"<p>Founded in 1957 by James J. Wermers, Wermers General Contractors is a privately-held general contractor headquartered in San Diego servicing markets in San Francisco, Los Angeles, Central California and San Diego. Wermers General Contractors, along with Wermers Properties, operates as a subsidiary of Wermers Multi-Family Corp., a full-service development and construction firm specializing in multi-family housing. Wermers General Contractors has a bonding capacity of $50 million per project and now constructs projects with budgets ranging from $10 million to over $100 million.</p>",,,,
